id,device_id,product_name,product_sku,category_name,amount,status,created_at,happened_at
269,28,accumsan laoreet,v3770009015028,morbi,911,cancelled,2/18/2023 2:44,10/29/2021 8:06
270,27,"posuere, enim",3.77001E+12,Donec,933,cancelled,2/22/2023 2:08,3/24/2022 3:03
271,146,gravida sagittis.,3.77001E+12,ultrices,682,cancelled,10/4/2022 9:47,4/8/2022 6:03
272,2,"semper, dui",3.77001E+12,metus,810,accepted,11/16/2022 1:28,12/1/2021 7:28
273,187,egestas hendrerit,3.77001E+12,dolor,363,refused,10/31/2022 11:12,10/21/2021 3:37
274,159,Donec egestas.,3.77001E+12,molestie,829,refused,11/24/2022 4:51,4/21/2022 9:16
275,88,sem mollis,3.77001E+12,et,191,refused,2/11/2023 4:37,9/28/2022 2:27
276,4,gravida mauris,3.77001E+12,tempor,439,accepted,1/21/2023 9:42,10/17/2021 2:12
277,76,et magnis,3.77001E+12,orci.,454,accepted,10/27/2022 9:48,7/20/2022 4:34
278,14,orci sem,3.77001E+12,"congue,",293,refused,11/2/2022 8:33,10/6/2021 2:12
279,183,Donec tincidunt.,3.77001E+12,nulla.,461,refused,1/24/2023 5:22,7/30/2022 8:30
280,154,nunc risus,3.77001E+12,diam,685,cancelled,12/14/2022 2:21,10/20/2022 1:27
281,148,quis massa.,3.77001E+12,auctor,671,refused,2/6/2023 4:12,10/7/2022 10:55
282,153,"mollis dui,",3.77001E+12,quis,641,cancelled,10/31/2022 3:40,12/1/2022 10:23
283,158,ut aliquam,3.77001E+12,Donec,53,cancelled,12/21/2022 8:13,12/22/2021 2:54
284,93,senectus et,v3770009015028,"non,",284,refused,11/19/2022 5:25,9/10/2022 8:52
285,177,amet ornare,3.77001E+12,Sed,549,accepted,11/16/2022 9:54,11/16/2022 3:15
286,172,"hendrerit a,",3.77001E+12,adipiscing,793,accepted,10/31/2022 10:13,3/19/2022 4:33
287,52,et tristique,v3770009015028,urna,66,cancelled,11/26/2022 10:07,7/30/2022 11:04
288,149,"vitae, posuere",3.77001E+12,ipsum,506,refused,2/16/2023 12:20,1/2/2023 1:00
289,191,et netus,3.77001E+12,ipsum.,339,cancelled,2/21/2023 6:21,1/20/2022 9:57
290,15,auctor. Mauris,v3770009015028,ipsum,491,accepted,2/21/2023 5:19,4/21/2022 8:50
291,141,Cras vulputate,3.77001E+12,"eu,",468,refused,11/30/2022 12:50,6/6/2022 3:00
292,30,semper auctor.,3.77001E+12,taciti,317,cancelled,10/30/2022 7:29,10/12/2021 1:57
293,136,"iaculis enim,",3.77001E+12,dapibus,926,cancelled,10/22/2022 3:00,1/31/2023 8:58
294,195,volutpat. Nulla,3.77001E+12,iaculis,990,accepted,11/19/2022 7:41,9/18/2022 10:18
295,178,"nostra, per",3.77001E+12,ac,328,refused,12/10/2022 5:14,11/8/2021 7:16
296,17,amet nulla.,3.77001E+12,"mauris,",975,accepted,12/6/2022 12:03,7/18/2022 7:44
297,155,"quis, tristique",3.77001E+12,Morbi,854,cancelled,2/19/2023 2:49,2/5/2023 3:25
298,71,tempor bibendum.,3.77001E+12,nibh.,153,accepted,10/23/2022 2:41,1/12/2023 10:24
299,4,dolor sit,3.77001E+12,sapien.,699,refused,11/1/2022 11:16,12/29/2022 7:35
300,176,orci tincidunt,3.77001E+12,mi,690,accepted,2/8/2023 5:57,7/20/2022 1:48
301,183,risus a,3.77001E+12,nibh,116,accepted,11/17/2022 9:22,6/21/2022 12:46
302,197,sit amet,3.77001E+12,augue,763,cancelled,1/21/2023 9:46,7/3/2022 4:29
303,38,Duis dignissim,3.77001E+12,fringilla,791,cancelled,11/17/2022 6:58,5/5/2022 2:23
304,123,fringilla mi,3.77001E+12,in,455,refused,2/12/2023 11:34,9/10/2022 7:26
305,94,massa. Integer,3.77001E+12,semper,382,cancelled,2/14/2023 2:21,4/5/2022 10:48
306,146,velit. Sed,3.77001E+12,nonummy.,872,cancelled,2/12/2023 3:10,1/18/2023 12:41
307,74,nec tempus,3.77001E+12,"sem,",177,accepted,10/28/2022 6:22,10/10/2022 7:04
308,44,ornare sagittis,3.77001E+12,enim,10,refused,2/24/2023 9:49,3/28/2022 4:41
309,173,massa. Quisque,3.77001E+12,In,570,refused,11/24/2022 3:31,7/18/2022 7:02
310,82,dictum. Proin,3.77001E+12,tempor,151,cancelled,11/1/2022 2:02,6/22/2022 6:55
311,112,enim nec,3.77001E+12,egestas,621,cancelled,2/23/2023 4:06,8/11/2022 4:59
312,168,quis diam.,3.77001E+12,"orci,",122,refused,1/31/2023 4:02,12/20/2022 11:37
313,35,luctus lobortis.,3.77001E+12,Cras,989,accepted,11/29/2022 1:13,10/11/2022 7:52
314,48,natoque penatibus,3.77001E+12,consequat,590,refused,10/31/2022 6:22,9/9/2022 6:39
315,13,metus. Aliquam,3.77001E+12,"orci,",460,cancelled,10/12/2022 9:41,1/22/2022 10:55
316,93,sociosqu ad,3.77001E+12,quam,301,accepted,2/19/2023 4:35,12/21/2022 11:40
317,187,Aliquam adipiscing,3.77001E+12,molestie,347,cancelled,1/8/2023 6:19,10/3/2021 1:40
318,78,dolor. Nulla,3.77001E+12,"non,",934,cancelled,12/28/2022 11:23,12/26/2022 3:30
319,172,"montes, nascetur",3.77001E+12,vel,412,cancelled,2/7/2023 9:35,1/10/2023 10:12
320,117,Phasellus elit,3.77001E+12,sit,66,cancelled,2/13/2023 4:58,6/27/2022 6:36
321,184,Donec consectetuer,3.77001E+12,enim.,705,cancelled,11/8/2022 11:21,12/31/2022 7:45
322,108,enim nisl,3.77001E+12,"ante,",47,refused,10/9/2022 1:07,10/21/2021 5:05
323,189,"a, magna.",3.77001E+12,Nullam,770,refused,11/11/2022 7:19,9/4/2022 12:06
324,58,ante blandit,3.77001E+12,condimentum.,85,cancelled,12/8/2022 9:54,1/21/2023 4:23
325,44,justo nec,3.77001E+12,Cum,933,cancelled,1/6/2023 5:36,12/31/2022 11:30
326,140,luctus et,3.77001E+12,gravida,215,refused,1/22/2023 5:00,10/6/2021 12:17
327,152,ipsum. Suspendisse,3.77001E+12,mi,201,cancelled,11/24/2022 3:08,1/28/2023 9:51
328,180,pharetra nibh.,3.77001E+12,odio,65,cancelled,12/26/2022 10:18,9/28/2022 4:53
329,96,risus. Nunc,3.77001E+12,dolor.,927,cancelled,11/21/2022 9:15,9/29/2022 11:57
330,36,"dolor, nonummy",3.77001E+12,nonummy,196,refused,1/5/2023 12:21,12/9/2022 5:37
331,164,ipsum. Suspendisse,3.77001E+12,Cras,415,cancelled,11/12/2022 1:23,10/11/2022 3:58
332,168,interdum enim,3.77001E+12,in,68,cancelled,1/7/2023 5:34,12/3/2022 11:41
333,20,magna a,3.77001E+12,Donec,904,refused,11/4/2022 11:01,10/4/2021 8:12
334,98,"faucibus ut,",3.77001E+12,volutpat,649,refused,2/24/2023 3:15,1/13/2023 9:20
335,80,ligula. Aenean,3.77001E+12,Suspendisse,908,accepted,12/26/2022 12:16,1/28/2023 6:24
336,56,ac sem,3.77001E+12,ac,917,refused,11/2/2022 9:07,10/2/2022 2:47
337,64,malesuada fames,3.77001E+12,ridiculus,204,refused,1/27/2023 8:49,11/4/2022 4:53
338,44,"posuere vulputate,",3.77001E+12,lorem.,997,accepted,10/13/2022 1:47,6/8/2022 2:09
339,27,metus vitae,3.77001E+12,erat,695,refused,10/4/2022 3:09,8/27/2022 9:27
340,145,Mauris quis,3.77001E+12,"est,",403,accepted,11/24/2022 1:01,2/14/2023 5:37
341,68,erat semper,v3770009015028,vitae,741,accepted,10/4/2022 7:22,2/13/2023 10:18
342,165,neque non,3.77001E+12,enim.,278,refused,11/30/2022 10:42,7/4/2022 9:38
343,103,pharetra nibh.,3.77001E+12,pede.,919,refused,10/9/2022 8:59,10/30/2022 12:12
344,161,tellus faucibus,3.77001E+12,adipiscing,660,cancelled,2/9/2023 10:25,11/8/2022 11:51
345,42,tincidunt aliquam,3.77001E+12,varius,261,refused,11/25/2022 7:51,4/19/2022 1:59
346,105,"odio, auctor",3.77001E+12,Phasellus,11,refused,2/9/2023 3:37,3/19/2022 12:42
347,117,"lorem, vehicula",3.77001E+12,neque.,836,cancelled,2/26/2023 12:19,2/13/2022 5:34
348,133,risus a,3.77001E+12,molestie,305,cancelled,11/18/2022 3:28,10/22/2021 10:42
349,126,"malesuada ut,",3.77001E+12,"ante,",869,refused,1/19/2023 7:42,9/30/2022 6:38
350,13,ligula. Aenean,3.77001E+12,"eget,",651,refused,10/22/2022 12:57,1/29/2023 6:30
351,74,quis urna.,3.77001E+12,nulla,133,accepted,12/22/2022 3:44,2/28/2022 3:15
352,128,cursus. Nunc,3.77001E+12,"nec,",479,refused,12/8/2022 9:39,5/17/2022 6:06
353,183,"nonummy ut,",3.77001E+12,odio,180,cancelled,2/6/2023 7:31,12/6/2022 3:17
354,112,semper. Nam,3.77001E+12,Curabitur,854,accepted,10/20/2022 8:38,11/19/2021 4:28
355,52,arcu et,3.77001E+12,malesuada,926,accepted,2/11/2023 6:40,11/25/2021 7:43
356,73,tellus lorem,3.77001E+12,fringilla,768,refused,2/12/2023 1:03,3/26/2022 4:28
357,60,ornare sagittis,3.77001E+12,"eget,",443,cancelled,12/28/2022 11:40,4/7/2022 1:42
358,8,lorem vitae,3.77001E+12,interdum.,229,cancelled,10/16/2022 2:08,8/4/2022 9:39
359,187,"amet, consectetuer",3.77001E+12,posuere,645,accepted,12/1/2022 4:56,6/25/2022 1:43
360,69,"laoreet, libero",3.77001E+12,parturient,745,accepted,11/2/2022 4:22,1/22/2023 5:44
361,58,gravida sagittis.,3.77001E+12,malesuada,688,accepted,1/21/2023 5:22,3/22/2022 9:25
362,60,eu sem.,3.77001E+12,rhoncus.,100,cancelled,10/3/2022 5:54,9/27/2022 1:48
363,190,mi fringilla,3.77001E+12,elementum,299,cancelled,2/9/2023 2:39,12/7/2022 12:38
364,136,interdum. Curabitur,3.77001E+12,vel,178,cancelled,1/10/2023 9:04,7/27/2022 4:18
365,169,"sed, facilisis",3.77001E+12,"quam,",719,cancelled,1/27/2023 4:33,6/19/2022 6:42
366,148,bibendum ullamcorper.,3.77001E+12,eu,598,cancelled,12/2/2022 8:00,7/5/2022 8:48
367,32,"eleifend vitae,",v3770009015028,"sem,",863,accepted,1/22/2023 4:30,6/11/2022 2:27
368,136,aliquet magna,3.77001E+12,erat.,199,refused,10/19/2022 10:20,8/21/2022 4:30
369,28,Morbi vehicula.,3.77001E+12,Fusce,886,accepted,11/27/2022 8:11,3/23/2022 1:25
370,111,Vestibulum ut,3.77001E+12,molestie,846,cancelled,12/24/2022 5:58,2/3/2022 11:44
371,125,dui. Cras,3.77001E+12,Vivamus,93,accepted,1/13/2023 10:52,7/19/2022 3:57
372,69,"facilisis non,",3.77001E+12,et,978,accepted,1/20/2023 1:45,1/23/2023 7:42
373,169,at sem,3.77001E+12,at,80,refused,11/2/2022 7:27,1/29/2022 11:15
374,127,convallis convallis,3.77001E+12,sociosqu,217,cancelled,12/18/2022 2:38,1/1/2022 2:21
375,120,urna. Vivamus,3.77001E+12,"consectetuer,",266,accepted,1/15/2023 4:57,10/22/2022 10:01
376,31,"vel, venenatis",3.77001E+12,Quisque,776,cancelled,12/15/2022 1:19,12/19/2022 12:04
377,1,justo sit,3.77001E+12,egestas,157,accepted,1/26/2023 2:16,5/6/2022 8:10
378,92,"nunc, ullamcorper",3.77001E+12,sem,657,accepted,2/8/2023 10:37,4/7/2022 6:52
379,198,"sed, est.",3.77001E+12,"non,",982,cancelled,2/24/2023 10:13,10/23/2021 9:51
380,92,turpis. Aliquam,3.77001E+12,pharetra,285,cancelled,10/13/2022 1:10,5/4/2022 10:31
381,57,sit amet,3.77001E+12,sem,524,cancelled,11/13/2022 8:44,2/22/2023 2:17
382,23,diam. Proin,3.77001E+12,aptent,989,accepted,11/11/2022 7:44,3/26/2022 10:34
383,23,et arcu,3.77001E+12,"id,",433,refused,1/10/2023 3:48,1/27/2022 3:58
384,14,quam vel,3.77001E+12,"ornare,",235,cancelled,11/7/2022 11:12,11/26/2021 6:59
385,139,"dui, semper",3.77001E+12,et,317,refused,11/8/2022 1:38,5/15/2022 5:57
386,181,dolor sit,3.77001E+12,arcu,522,accepted,1/5/2023 11:16,10/29/2021 4:30
387,69,non massa,3.77001E+12,Donec,369,cancelled,2/28/2023 9:16,10/7/2021 6:06
388,118,augue id,3.77001E+12,"id,",494,refused,12/6/2022 7:54,3/7/2022 10:58
389,191,"ut, pellentesque",3.77001E+12,Nulla,701,refused,12/13/2022 5:06,11/14/2021 7:45
390,15,enim. Suspendisse,3.77001E+12,litora,919,cancelled,12/14/2022 8:33,3/18/2022 4:14
391,122,arcu ac,3.77001E+12,"ornare,",613,cancelled,11/3/2022 11:22,10/9/2021 12:35
392,39,et magnis,3.77001E+12,commodo,914,refused,2/25/2023 7:09,10/27/2022 1:07
393,56,molestie sodales.,v3770009015028,orci,84,accepted,1/3/2023 3:00,4/25/2022 4:53
394,121,mauris sagittis,3.77001E+12,ante,21,accepted,1/2/2023 4:49,1/9/2022 11:17
395,116,In tincidunt,3.77001E+12,tempus,566,accepted,10/19/2022 5:50,10/18/2021 2:21
396,136,"amet, faucibus",3.77001E+12,erat,51,accepted,1/11/2023 5:07,8/25/2022 4:38
397,11,"ullamcorper, nisl",3.77001E+12,velit.,925,accepted,1/27/2023 1:59,12/11/2022 6:15
398,106,egestas ligula.,3.77001E+12,bibendum.,490,accepted,10/5/2022 6:04,12/16/2021 9:40
399,10,"egestas, urna",3.77001E+12,eu,980,cancelled,12/10/2022 4:59,8/27/2022 4:49
400,156,"pretium aliquet,",3.77001E+12,ullamcorper,955,refused,1/2/2023 4:25,11/13/2022 5:00
401,35,Duis ac,3.77001E+12,fringilla,451,accepted,1/4/2023 1:46,7/26/2022 11:12
402,163,cursus. Nunc,3.77001E+12,Donec,893,accepted,12/3/2022 11:46,12/25/2022 5:36
403,52,ultrices iaculis,3.77001E+12,bibendum,189,accepted,10/21/2022 3:35,2/27/2023 1:42
404,101,sapien molestie,3.77001E+12,semper,437,refused,11/28/2022 4:07,4/5/2022 7:30
405,195,enim nisl,3.77001E+12,ac,953,cancelled,12/29/2022 4:23,11/18/2021 1:14
406,184,auctor odio,3.77001E+12,sit,875,cancelled,1/13/2023 12:43,11/26/2021 4:36
407,9,sagittis. Nullam,3.77001E+12,Fusce,139,refused,2/5/2023 10:33,8/2/2022 8:08
408,192,nisl. Maecenas,v3770009015028,sit,631,refused,1/6/2023 8:07,9/25/2022 8:36
409,72,elit fermentum,3.77001E+12,Cum,703,cancelled,2/28/2023 4:55,9/12/2022 9:23
410,57,Quisque libero,3.77001E+12,tellus,351,cancelled,2/23/2023 11:16,9/30/2022 4:30
411,71,Curabitur massa.,3.77001E+12,varius,885,accepted,12/20/2022 9:30,12/3/2022 10:54
412,47,in felis.,3.77001E+12,velit.,656,accepted,2/17/2023 2:01,2/9/2023 8:18
413,42,Duis dignissim,3.77001E+12,Praesent,320,refused,1/7/2023 9:01,11/18/2022 3:12
414,173,natoque penatibus,3.77001E+12,"at,",305,accepted,10/9/2022 10:37,11/26/2021 2:44
415,64,Phasellus libero,3.77001E+12,molestie,207,accepted,2/26/2023 7:23,8/21/2022 11:12
416,17,fermentum metus.,3.77001E+12,libero,386,refused,12/25/2022 3:02,2/19/2023 1:15
417,125,Nunc lectus,3.77001E+12,"suscipit,",849,refused,12/9/2022 7:15,11/14/2021 5:37
418,120,In at,3.77001E+12,aliquet,646,accepted,1/5/2023 3:54,11/2/2022 5:56
419,75,massa. Suspendisse,3.77001E+12,vitae,917,refused,11/15/2022 8:19,11/1/2021 11:55
420,174,"dui, in",3.77001E+12,varius,159,refused,12/2/2022 1:52,12/8/2022 11:18
421,177,In scelerisque,3.77001E+12,In,304,accepted,2/26/2023 12:58,10/26/2021 10:34
422,186,"eleifend nec,",3.77001E+12,facilisis,287,refused,12/15/2022 8:16,12/1/2022 6:44
423,78,ac turpis,3.77001E+12,amet,32,refused,11/30/2022 6:49,1/3/2022 12:52
424,158,enim non,3.77001E+12,nibh.,168,accepted,10/7/2022 3:50,4/15/2022 12:24
425,93,dis parturient,3.77001E+12,felis,165,accepted,10/16/2022 8:59,3/25/2022 7:16
426,188,ornare lectus,3.77001E+12,dui.,611,refused,11/29/2022 5:49,12/15/2022 6:40
427,63,Sed nec,3.77001E+12,non,336,refused,10/16/2022 6:03,2/19/2022 5:15
428,147,Donec egestas.,3.77001E+12,facilisis,95,cancelled,3/1/2023 6:44,10/28/2021 10:58
429,159,posuere cubilia,3.77001E+12,sodales,824,accepted,10/29/2022 2:25,7/17/2022 9:01
430,154,"Nullam suscipit,",3.77001E+12,metus,834,cancelled,2/8/2023 2:21,6/30/2022 11:54
431,38,netus et,3.77001E+12,tortor,218,refused,2/12/2023 11:07,1/10/2023 12:05
432,61,felis. Donec,3.77001E+12,"tempus,",879,cancelled,12/21/2022 11:19,10/7/2021 2:37
433,157,senectus et,3.77001E+12,"dolor,",597,cancelled,1/1/2023 8:35,7/17/2022 5:56
434,163,"purus, accumsan",3.77001E+12,gravida,412,cancelled,1/18/2023 1:16,1/31/2023 6:54
435,174,elit elit,3.77001E+12,elit,583,cancelled,1/16/2023 8:23,7/26/2022 3:04
436,192,"montes, nascetur",3.77001E+12,consectetuer,484,cancelled,10/22/2022 11:15,2/4/2023 10:33
437,133,Nullam nisl.,3.77001E+12,lectus,426,accepted,12/22/2022 6:04,5/11/2022 5:39
438,154,risus varius,3.77001E+12,magna,132,accepted,2/27/2023 3:14,11/18/2021 9:26
439,76,nunc interdum,3.77001E+12,accumsan,649,cancelled,11/7/2022 10:56,12/25/2022 2:55
440,191,eu dui.,3.77001E+12,viverra.,629,cancelled,2/18/2023 7:25,1/26/2023 7:16
441,91,malesuada augue,3.77001E+12,"vulputate,",391,refused,2/19/2023 10:57,5/29/2022 1:25
442,114,"lorem lorem,",3.77001E+12,"enim,",479,refused,12/13/2022 9:09,1/5/2022 6:23
443,94,"fringilla, porttitor",3.77001E+12,Quisque,244,accepted,11/5/2022 5:22,10/8/2022 9:09
444,27,elit erat,3.77001E+12,"consequat,",735,accepted,2/11/2023 2:20,12/31/2022 4:43
445,30,eu neque,v3770009015028,Curabitur,948,accepted,10/4/2022 5:10,12/18/2022 8:52
446,124,Curabitur sed,3.77001E+12,et,343,refused,10/30/2022 6:44,12/13/2022 3:01
447,29,nulla vulputate,3.77001E+12,velit.,64,accepted,10/4/2022 10:00,12/14/2022 3:43
448,78,Proin velit.,3.77001E+12,lobortis,100,refused,2/9/2023 2:59,3/16/2022 2:21
449,157,dictum. Phasellus,3.77001E+12,et,22,accepted,11/17/2022 3:40,10/3/2022 2:28
450,71,"malesuada vel,",3.77001E+12,ligula.,529,accepted,1/18/2023 2:27,12/19/2021 5:32
451,118,eleifend egestas.,3.77001E+12,In,827,cancelled,2/27/2023 2:17,8/16/2022 7:34
452,192,convallis dolor.,v3770009015028,Proin,39,refused,10/10/2022 10:46,7/29/2022 1:06
453,101,"Mauris vestibulum,",3.77001E+12,"amet,",871,refused,11/17/2022 6:46,10/21/2022 3:38
454,152,sem molestie,v3770009015028,Pellentesque,816,cancelled,10/27/2022 7:05,11/5/2021 8:37
455,42,arcu. Sed,3.77001E+12,nisi.,536,cancelled,12/10/2022 4:09,11/7/2022 6:12
456,101,justo. Proin,3.77001E+12,elit,250,accepted,2/28/2023 9:08,1/11/2022 6:54
457,123,natoque penatibus,3.77001E+12,faucibus,733,accepted,10/17/2022 8:26,8/13/2022 4:56
458,178,non leo.,3.77001E+12,Suspendisse,57,cancelled,10/1/2022 6:59,11/25/2021 3:19
459,164,ante. Nunc,3.77001E+12,"non,",903,accepted,2/25/2023 3:56,6/26/2022 3:05
460,163,"eleifend nec,",3.77001E+12,felis,326,cancelled,2/13/2023 12:39,11/6/2022 1:50
461,191,Donec consectetuer,3.77001E+12,mollis,706,cancelled,1/16/2023 9:24,11/29/2021 9:09
462,7,"est, vitae",3.77001E+12,nulla.,488,cancelled,1/18/2023 4:05,2/7/2023 8:48
463,85,Suspendisse eleifend.,3.77001E+12,at,801,accepted,10/3/2022 1:17,7/17/2022 3:59
464,115,Donec at,3.77001E+12,"non,",485,refused,11/8/2022 1:06,11/24/2021 3:26
465,136,natoque penatibus,3.77001E+12,ac,114,refused,1/13/2023 12:36,8/10/2022 1:31
466,29,condimentum. Donec,3.77001E+12,dui.,108,cancelled,1/21/2023 5:11,6/9/2022 10:13
467,119,pharetra. Quisque,3.77001E+12,erat,533,accepted,11/3/2022 9:11,8/15/2022 9:31
468,3,Quisque nonummy,3.77001E+12,"tellus,",879,accepted,10/25/2022 4:37,2/17/2022 3:45
469,117,id magna,3.77001E+12,sem,43,refused,11/3/2022 10:56,5/25/2022 4:46
470,198,enim non,3.77001E+12,volutpat.,614,cancelled,11/11/2022 6:57,5/16/2022 10:04
471,70,"tempus scelerisque,",3.77001E+12,Duis,885,cancelled,11/21/2022 10:30,2/21/2023 7:05
472,172,Quisque tincidunt,3.77001E+12,diam,918,refused,11/23/2022 6:58,6/13/2022 2:04
473,109,Suspendisse eleifend.,3.77001E+12,et,147,refused,12/25/2022 6:03,4/22/2022 10:08
474,173,Suspendisse sed,3.77001E+12,id,691,accepted,11/20/2022 11:01,11/29/2021 1:19
475,196,fermentum convallis,3.77001E+12,egestas,941,refused,12/9/2022 11:49,12/10/2022 10:55
476,144,Donec at,3.77001E+12,"amet,",641,cancelled,1/16/2023 3:43,4/4/2022 5:11
477,71,Cras pellentesque.,3.77001E+12,ipsum,397,accepted,10/22/2022 2:55,10/1/2022 4:24
478,194,"purus sapien,",3.77001E+12,mi,508,cancelled,1/18/2023 7:40,11/29/2021 7:30
479,130,aliquet diam.,3.77001E+12,fringilla,986,accepted,10/1/2022 3:28,1/24/2023 9:42
480,161,quis accumsan,3.77001E+12,"amet,",789,cancelled,10/3/2022 10:26,1/6/2022 3:50
481,7,rutrum. Fusce,3.77001E+12,et,593,refused,2/16/2023 7:20,11/4/2022 7:17
482,67,vitae risus.,3.77001E+12,"id,",292,accepted,10/7/2022 10:22,5/14/2022 1:30
483,181,lorem fringilla,3.77001E+12,"vulputate,",38,cancelled,2/9/2023 11:00,11/19/2022 12:01
484,6,Donec non,3.77001E+12,torquent,76,refused,12/30/2022 4:07,1/6/2022 11:57
485,60,Quisque porttitor,3.77001E+12,cursus,14,cancelled,2/21/2023 1:52,12/11/2021 11:47
486,197,"ullamcorper, nisl",3.77001E+12,dolor,251,refused,11/7/2022 1:34,9/29/2022 12:19
487,164,"imperdiet, erat",3.77001E+12,ligula,788,cancelled,2/9/2023 2:17,12/21/2021 3:55
488,198,adipiscing ligula.,3.77001E+12,purus,163,accepted,1/10/2023 10:03,1/15/2022 12:16
489,50,ante ipsum,3.77001E+12,non,815,cancelled,10/29/2022 2:56,12/12/2021 2:13
490,33,nunc id,3.77001E+12,ultrices.,453,refused,1/9/2023 12:54,11/5/2021 11:34
491,15,est tempor,3.77001E+12,ut,263,refused,2/17/2023 7:17,10/14/2022 11:27
492,197,vitae risus.,3.77001E+12,"aliquam,",877,cancelled,11/14/2022 6:24,5/18/2022 3:35
493,179,Nullam feugiat,3.77001E+12,"enim,",774,cancelled,1/31/2023 4:01,1/31/2022 5:27
494,107,et ultrices,3.77001E+12,fermentum,256,refused,11/5/2022 3:55,11/18/2021 9:30
495,84,Mauris blandit,3.77001E+12,scelerisque,965,cancelled,12/16/2022 3:36,11/21/2021 5:30
496,116,"pede, ultrices",3.77001E+12,nunc,148,cancelled,10/6/2022 12:03,10/1/2022 2:05
497,89,dui. Fusce,3.77001E+12,"in,",881,accepted,12/29/2022 3:18,6/18/2022 8:49
498,93,"at, velit.",3.77001E+12,imperdiet,222,accepted,10/21/2022 3:35,12/2/2022 4:53
499,148,"ultricies ornare,",v3770009015028,turpis.,980,accepted,11/29/2022 10:24,10/14/2022 12:00
500,154,Nam porttitor,3.77001E+12,"a,",762,refused,1/22/2023 3:28,12/28/2022 2:18
501,119,eu lacus.,3.77001E+12,semper,104,accepted,1/23/2023 1:41,8/8/2022 7:24
502,147,"a, facilisis",3.77001E+12,elit.,101,accepted,2/22/2023 2:41,2/26/2022 2:48
503,124,Fusce dolor,3.77001E+12,sapien.,154,cancelled,10/15/2022 8:17,2/25/2023 6:40
504,145,"sed, sapien.",3.77001E+12,aliquet,183,accepted,10/25/2022 12:46,11/21/2022 11:10
505,37,sed orci,3.77001E+12,"a,",748,accepted,11/28/2022 11:36,10/16/2021 10:00
506,57,"blandit at,",3.77001E+12,diam.,73,refused,10/28/2022 11:50,12/27/2022 10:50
507,126,tincidunt pede,3.77001E+12,egestas.,556,accepted,12/30/2022 10:19,10/11/2021 10:16
508,49,"sit amet,",3.77001E+12,consectetuer,757,cancelled,12/31/2022 7:04,12/26/2022 8:53
509,62,eros. Nam,3.77001E+12,lorem,473,refused,12/8/2022 8:39,8/20/2022 7:09
510,140,"est, vitae",3.77001E+12,sodales,132,accepted,10/24/2022 4:40,1/9/2022 4:11
511,128,"rutrum urna,",v3770009015028,"mi,",785,accepted,10/19/2022 1:01,7/17/2022 4:54
512,162,magnis dis,3.77001E+12,"lorem,",347,cancelled,1/5/2023 1:26,3/12/2022 8:58
513,37,"Integer vulputate,",3.77001E+12,faucibus,48,cancelled,2/3/2023 8:16,5/3/2022 2:40
514,94,lobortis quam,3.77001E+12,auctor,267,cancelled,1/22/2023 4:46,8/27/2022 2:38
515,18,sed pede,3.77001E+12,"a,",56,cancelled,1/25/2023 11:36,11/3/2022 11:25
516,80,nec tempus,3.77001E+12,ornare,986,cancelled,10/24/2022 10:59,6/13/2022 2:18
517,32,"diam lorem,",3.77001E+12,"tempor,",474,refused,3/1/2023 4:00,2/17/2023 11:46
518,44,"Duis cursus,",v3770009015028,turpis.,802,cancelled,1/16/2023 9:50,12/17/2021 6:41
519,11,nisl. Maecenas,3.77001E+12,Vivamus,809,refused,12/16/2022 10:10,12/23/2022 10:33
520,110,"mi lorem,",3.77001E+12,nulla.,756,refused,1/4/2023 10:29,2/19/2022 3:09
521,21,turpis. Aliquam,3.77001E+12,interdum.,412,accepted,1/9/2023 2:27,3/9/2022 1:58
522,150,"elit, a",3.77001E+12,Nulla,415,accepted,2/23/2023 9:44,2/9/2023 4:23
523,127,eu nibh,3.77001E+12,nonummy,514,refused,11/30/2022 4:05,12/22/2022 12:42
524,68,ipsum. Suspendisse,3.77001E+12,eget,623,accepted,2/18/2023 11:30,6/28/2022 7:13
525,153,Vestibulum ante,3.77001E+12,arcu.,348,refused,12/29/2022 12:21,4/23/2022 9:11
526,131,"tempus non,",3.77001E+12,cursus,440,accepted,2/18/2023 12:19,2/20/2022 12:32
527,55,dis parturient,3.77001E+12,"facilisis,",96,refused,11/30/2022 5:44,11/22/2021 4:07
528,49,"a, scelerisque",3.77001E+12,"leo,",21,refused,1/11/2023 1:18,1/25/2022 7:31
529,7,elit. Nulla,3.77001E+12,sit,674,refused,12/31/2022 3:58,7/6/2022 11:20
530,86,eu tellus,3.77001E+12,natoque,246,refused,2/6/2023 9:04,2/25/2023 12:15
531,156,a neque.,3.77001E+12,"magna,",953,cancelled,10/18/2022 12:59,10/2/2022 8:43
532,13,"sit amet,",3.77001E+12,consectetuer,423,accepted,11/6/2022 1:45,9/3/2022 9:55
533,11,"cursus et,",3.77001E+12,velit,734,accepted,11/22/2022 6:51,5/3/2022 4:59
534,56,tincidunt congue,3.77001E+12,consequat,236,refused,12/31/2022 9:25,1/7/2022 10:18
535,55,magna a,3.77001E+12,"montes,",707,accepted,11/30/2022 10:21,2/12/2022 2:47
536,33,elit. Etiam,3.77001E+12,lorem,556,cancelled,1/13/2023 7:59,11/16/2022 4:54
537,18,Lorem ipsum,3.77001E+12,Cras,180,refused,1/3/2023 4:18,4/7/2022 2:52
